userId	geneSymbol	geneName	entrezgene	gLink
MACF1	MACF1	microtubule-actin crosslinking factor 1	23499	https://www.ncbi.nlm.nih.gov/gene/?term=23499
PCF11	PCF11	PCF11, cleavage and polyadenylation factor subunit	51585	https://www.ncbi.nlm.nih.gov/gene/?term=51585
RBMY1D	RBMY1D	RNA binding motif protein, Y-linked, family 1, member D	378949	https://www.ncbi.nlm.nih.gov/gene/?term=378949
RBMY1C	RBMY1C	RNA binding motif protein, Y-linked, family 1, member C	5942	https://www.ncbi.nlm.nih.gov/gene/?term=5942
ZNF142	ZNF142	zinc finger protein 142	7701	https://www.ncbi.nlm.nih.gov/gene/?term=7701
SELENOV	SELENOV	selenoprotein V	348303	https://www.ncbi.nlm.nih.gov/gene/?term=348303
ERVS71-1	ERVS71-1	endogenous retrovirus group S71 member 1, envelope	100862694	https://www.ncbi.nlm.nih.gov/gene/?term=100862694
SSBP2	SSBP2	single stranded DNA binding protein 2	23635	https://www.ncbi.nlm.nih.gov/gene/?term=23635
ZXDB	ZXDB	zinc finger X-linked duplicated B	158586	https://www.ncbi.nlm.nih.gov/gene/?term=158586
EVX2	EVX2	even-skipped homeobox 2	344191	https://www.ncbi.nlm.nih.gov/gene/?term=344191
LRRC14	LRRC14	leucine rich repeat containing 14	9684	https://www.ncbi.nlm.nih.gov/gene/?term=9684
FAM98C	FAM98C	family with sequence similarity 98 member C	147965	https://www.ncbi.nlm.nih.gov/gene/?term=147965
PRSS53	PRSS53	serine protease 53	339105	https://www.ncbi.nlm.nih.gov/gene/?term=339105
MGAM2	MGAM2	maltase-glucoamylase 2 (putative)	93432	https://www.ncbi.nlm.nih.gov/gene/?term=93432
SHROOM1	SHROOM1	shroom family member 1	134549	https://www.ncbi.nlm.nih.gov/gene/?term=134549
PRICKLE4	PRICKLE4	prickle planar cell polarity protein 4	29964	https://www.ncbi.nlm.nih.gov/gene/?term=29964
AP5B1	AP5B1	adaptor related protein complex 5 subunit beta 1	91056	https://www.ncbi.nlm.nih.gov/gene/?term=91056
ERFE	ERFE	erythroferrone	151176	https://www.ncbi.nlm.nih.gov/gene/?term=151176
SCART1	SCART1	scavenger receptor family member expressed on T cells 1	619207	https://www.ncbi.nlm.nih.gov/gene/?term=619207
MIDN	MIDN	midnolin	90007	https://www.ncbi.nlm.nih.gov/gene/?term=90007
KLHL26	KLHL26	kelch like family member 26	55295	https://www.ncbi.nlm.nih.gov/gene/?term=55295
TEX44	TEX44	testis expressed 44	165100	https://www.ncbi.nlm.nih.gov/gene/?term=165100
FBLN7	FBLN7	fibulin 7	129804	https://www.ncbi.nlm.nih.gov/gene/?term=129804
FSCB	FSCB	fibrous sheath CABYR binding protein	84075	https://www.ncbi.nlm.nih.gov/gene/?term=84075
FIGN	FIGN	fidgetin, microtubule severing factor	55137	https://www.ncbi.nlm.nih.gov/gene/?term=55137
CT47A1	CT47A1	cancer/testis antigen family 47, member A1	728096	https://www.ncbi.nlm.nih.gov/gene/?term=728096
PRRC2B	PRRC2B	proline rich coiled-coil 2B	84726	https://www.ncbi.nlm.nih.gov/gene/?term=84726
KLF17	KLF17	Kruppel like factor 17	128209	https://www.ncbi.nlm.nih.gov/gene/?term=128209
RBM26	RBM26	RNA binding motif protein 26	64062	https://www.ncbi.nlm.nih.gov/gene/?term=64062
MEI1	MEI1	meiotic double-stranded break formation protein 1	150365	https://www.ncbi.nlm.nih.gov/gene/?term=150365
CACHD1	CACHD1	cache domain containing 1	57685	https://www.ncbi.nlm.nih.gov/gene/?term=57685
OLFML2B	OLFML2B	olfactomedin like 2B	25903	https://www.ncbi.nlm.nih.gov/gene/?term=25903
SEL1L3	SEL1L3	SEL1L family member 3	23231	https://www.ncbi.nlm.nih.gov/gene/?term=23231
TBC1D3G	TBC1D3G	TBC1 domain family member 3G	101060321	https://www.ncbi.nlm.nih.gov/gene/?term=101060321
ADNP2	ADNP2	ADNP homeobox 2	22850	https://www.ncbi.nlm.nih.gov/gene/?term=22850
KANK3	KANK3	KN motif and ankyrin repeat domains 3	256949	https://www.ncbi.nlm.nih.gov/gene/?term=256949
TRIM65	TRIM65	tripartite motif containing 65	201292	https://www.ncbi.nlm.nih.gov/gene/?term=201292
KLHL17	KLHL17	kelch like family member 17	339451	https://www.ncbi.nlm.nih.gov/gene/?term=339451
MAMDC4	MAMDC4	MAM domain containing 4	158056	https://www.ncbi.nlm.nih.gov/gene/?term=158056
DCHS2	DCHS2	dachsous cadherin-related 2	54798	https://www.ncbi.nlm.nih.gov/gene/?term=54798
TFAP2E	TFAP2E	transcription factor AP-2 epsilon	339488	https://www.ncbi.nlm.nih.gov/gene/?term=339488
GDPGP1	GDPGP1	GDP-D-glucose phosphorylase 1	390637	https://www.ncbi.nlm.nih.gov/gene/?term=390637
PEAK3	PEAK3	PEAK family member 3	374872	https://www.ncbi.nlm.nih.gov/gene/?term=374872
WDFY4	WDFY4	WDFY family member 4	57705	https://www.ncbi.nlm.nih.gov/gene/?term=57705
ESPNL	ESPNL	espin like	339768	https://www.ncbi.nlm.nih.gov/gene/?term=339768
KCP	KCP	kielin cysteine rich BMP regulator	375616	https://www.ncbi.nlm.nih.gov/gene/?term=375616
B4GALNT4	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	338707	https://www.ncbi.nlm.nih.gov/gene/?term=338707
RNF44	RNF44	ring finger protein 44	22838	https://www.ncbi.nlm.nih.gov/gene/?term=22838
MON1B	MON1B	MON1 homolog B, secretory trafficking associated	22879	https://www.ncbi.nlm.nih.gov/gene/?term=22879
STRC	STRC	stereocilin	161497	https://www.ncbi.nlm.nih.gov/gene/?term=161497
CSMD2	CSMD2	CUB and Sushi multiple domains 2	114784	https://www.ncbi.nlm.nih.gov/gene/?term=114784
PNPLA5	PNPLA5	patatin like phospholipase domain containing 5	150379	https://www.ncbi.nlm.nih.gov/gene/?term=150379
CTU1	CTU1	cytosolic thiouridylase subunit 1	90353	https://www.ncbi.nlm.nih.gov/gene/?term=90353
EXOC3L1	EXOC3L1	exocyst complex component 3 like 1	283849	https://www.ncbi.nlm.nih.gov/gene/?term=283849
VSIG10L	VSIG10L	V-set and immunoglobulin domain containing 10 like	147645	https://www.ncbi.nlm.nih.gov/gene/?term=147645
AMIGO3	AMIGO3	adhesion molecule with Ig like domain 3	386724	https://www.ncbi.nlm.nih.gov/gene/?term=386724
FAM131B	FAM131B	family with sequence similarity 131 member B	9715	https://www.ncbi.nlm.nih.gov/gene/?term=9715
KRTAP13-1	KRTAP13-1	keratin associated protein 13-1	140258	https://www.ncbi.nlm.nih.gov/gene/?term=140258
UBQLNL	UBQLNL	ubiquilin like	143630	https://www.ncbi.nlm.nih.gov/gene/?term=143630
RCOR2	RCOR2	REST corepressor 2	283248	https://www.ncbi.nlm.nih.gov/gene/?term=283248
ALDH16A1	ALDH16A1	aldehyde dehydrogenase 16 family member A1	126133	https://www.ncbi.nlm.nih.gov/gene/?term=126133
PUSL1	PUSL1	pseudouridine synthase like 1	126789	https://www.ncbi.nlm.nih.gov/gene/?term=126789
LRRC47	LRRC47	leucine rich repeat containing 47	57470	https://www.ncbi.nlm.nih.gov/gene/?term=57470
PPM1N	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	147699	https://www.ncbi.nlm.nih.gov/gene/?term=147699
VGLL2	VGLL2	vestigial like family member 2	245806	https://www.ncbi.nlm.nih.gov/gene/?term=245806
GOLGA6L2	GOLGA6L2	golgin A6 family-like 2	283685	https://www.ncbi.nlm.nih.gov/gene/?term=283685
PRSS33	PRSS33	serine protease 33	260429	https://www.ncbi.nlm.nih.gov/gene/?term=260429
ENGASE	ENGASE	endo-beta-N-acetylglucosaminidase	64772	https://www.ncbi.nlm.nih.gov/gene/?term=64772
TBC1D16	TBC1D16	TBC1 domain family member 16	125058	https://www.ncbi.nlm.nih.gov/gene/?term=125058
KLF14	KLF14	Kruppel like factor 14	136259	https://www.ncbi.nlm.nih.gov/gene/?term=136259
ADAMTS19	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	https://www.ncbi.nlm.nih.gov/gene/?term=171019
LRRN4	LRRN4	leucine rich repeat neuronal 4	164312	https://www.ncbi.nlm.nih.gov/gene/?term=164312
GAB3	GAB3	GRB2 associated binding protein 3	139716	https://www.ncbi.nlm.nih.gov/gene/?term=139716
ZCCHC14	ZCCHC14	zinc finger CCHC-type containing 14	23174	https://www.ncbi.nlm.nih.gov/gene/?term=23174
NPIPB3	NPIPB3	nuclear pore complex interacting protein family member B3	23117	https://www.ncbi.nlm.nih.gov/gene/?term=23117
SECISBP2L	SECISBP2L	SECIS binding protein 2 like	9728	https://www.ncbi.nlm.nih.gov/gene/?term=9728
KIFC2	KIFC2	kinesin family member C2	90990	https://www.ncbi.nlm.nih.gov/gene/?term=90990
MBD6	MBD6	methyl-CpG binding domain protein 6	114785	https://www.ncbi.nlm.nih.gov/gene/?term=114785
FAM120B	FAM120B	family with sequence similarity 120B	84498	https://www.ncbi.nlm.nih.gov/gene/?term=84498
KAZALD1	KAZALD1	Kazal type serine peptidase inhibitor domain 1	81621	https://www.ncbi.nlm.nih.gov/gene/?term=81621
MYO15B	MYO15B	myosin XVB	80022	https://www.ncbi.nlm.nih.gov/gene/?term=80022
PRRC1	PRRC1	proline rich coiled-coil 1	133619	https://www.ncbi.nlm.nih.gov/gene/?term=133619
DMRTB1	DMRTB1	DMRT like family B with proline rich C-terminal 1	63948	https://www.ncbi.nlm.nih.gov/gene/?term=63948
ARHGEF17	ARHGEF17	Rho guanine nucleotide exchange factor 17	9828	https://www.ncbi.nlm.nih.gov/gene/?term=9828
CITED4	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	163732	https://www.ncbi.nlm.nih.gov/gene/?term=163732
UBL7	UBL7	ubiquitin like 7	84993	https://www.ncbi.nlm.nih.gov/gene/?term=84993
ZIC5	ZIC5	Zic family member 5	85416	https://www.ncbi.nlm.nih.gov/gene/?term=85416
PRSS27	PRSS27	serine protease 27	83886	https://www.ncbi.nlm.nih.gov/gene/?term=83886
EBF4	EBF4	EBF family member 4	57593	https://www.ncbi.nlm.nih.gov/gene/?term=57593
TIMM29	TIMM29	translocase of inner mitochondrial membrane 29	90580	https://www.ncbi.nlm.nih.gov/gene/?term=90580
SALL3	SALL3	spalt like transcription factor 3	27164	https://www.ncbi.nlm.nih.gov/gene/?term=27164
FAM234A	FAM234A	family with sequence similarity 234 member A	83986	https://www.ncbi.nlm.nih.gov/gene/?term=83986
MEGF9	MEGF9	multiple EGF like domains 9	1955	https://www.ncbi.nlm.nih.gov/gene/?term=1955
UBQLN3	UBQLN3	ubiquilin 3	50613	https://www.ncbi.nlm.nih.gov/gene/?term=50613
RNPEP	RNPEP	arginyl aminopeptidase	6051	https://www.ncbi.nlm.nih.gov/gene/?term=6051
RSAD1	RSAD1	radical S-adenosyl methionine domain containing 1	55316	https://www.ncbi.nlm.nih.gov/gene/?term=55316
LMAN1L	LMAN1L	lectin, mannose binding 1 like	79748	https://www.ncbi.nlm.nih.gov/gene/?term=79748
LRTM1	LRTM1	leucine rich repeats and transmembrane domains 1	57408	https://www.ncbi.nlm.nih.gov/gene/?term=57408
HMX1	HMX1	H6 family homeobox 1	3166	https://www.ncbi.nlm.nih.gov/gene/?term=3166
FSCN3	FSCN3	fascin actin-bundling protein 3	29999	https://www.ncbi.nlm.nih.gov/gene/?term=29999
CNNM1	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	26507	https://www.ncbi.nlm.nih.gov/gene/?term=26507
IGSF5	IGSF5	immunoglobulin superfamily member 5	150084	https://www.ncbi.nlm.nih.gov/gene/?term=150084
PHRF1	PHRF1	PHD and ring finger domains 1	57661	https://www.ncbi.nlm.nih.gov/gene/?term=57661
LRFN1	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	57622	https://www.ncbi.nlm.nih.gov/gene/?term=57622
RELCH	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	57614	https://www.ncbi.nlm.nih.gov/gene/?term=57614
DIP2B	DIP2B	disco interacting protein 2 homolog B	57609	https://www.ncbi.nlm.nih.gov/gene/?term=57609
USP35	USP35	ubiquitin specific peptidase 35	57558	https://www.ncbi.nlm.nih.gov/gene/?term=57558
NYNRIN	NYNRIN	NYN domain and retroviral integrase containing	57523	https://www.ncbi.nlm.nih.gov/gene/?term=57523
ARPP21	ARPP21	cAMP regulated phosphoprotein 21	10777	https://www.ncbi.nlm.nih.gov/gene/?term=10777
RAPGEFL1	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	51195	https://www.ncbi.nlm.nih.gov/gene/?term=51195
GPATCH8	GPATCH8	G-patch domain containing 8	23131	https://www.ncbi.nlm.nih.gov/gene/?term=23131
ZNF236	ZNF236	zinc finger protein 236	7776	https://www.ncbi.nlm.nih.gov/gene/?term=7776
KIF26A	KIF26A	kinesin family member 26A	26153	https://www.ncbi.nlm.nih.gov/gene/?term=26153
ANKRD50	ANKRD50	ankyrin repeat domain 50	57182	https://www.ncbi.nlm.nih.gov/gene/?term=57182
PRR12	PRR12	proline rich 12	57479	https://www.ncbi.nlm.nih.gov/gene/?term=57479
PCDHB8	PCDHB8	protocadherin beta 8	56128	https://www.ncbi.nlm.nih.gov/gene/?term=56128
PCDHB10	PCDHB10	protocadherin beta 10	56126	https://www.ncbi.nlm.nih.gov/gene/?term=56126
PCDHGC3	PCDHGC3	protocadherin gamma subfamily C, 3	5098	https://www.ncbi.nlm.nih.gov/gene/?term=5098
PCDHGB4	PCDHGB4	protocadherin gamma subfamily B, 4	8641	https://www.ncbi.nlm.nih.gov/gene/?term=8641
ANGEL1	ANGEL1	angel homolog 1	23357	https://www.ncbi.nlm.nih.gov/gene/?term=23357
AKAP2	AKAP2	A-kinase anchoring protein 2	11217	https://www.ncbi.nlm.nih.gov/gene/?term=11217
VWA7	VWA7	von Willebrand factor A domain containing 7	80737	https://www.ncbi.nlm.nih.gov/gene/?term=80737
CEP170B	CEP170B	centrosomal protein 170B	283638	https://www.ncbi.nlm.nih.gov/gene/?term=283638
PCDHB9	PCDHB9	protocadherin beta 9	56127	https://www.ncbi.nlm.nih.gov/gene/?term=56127
PCDHB7	PCDHB7	protocadherin beta 7	56129	https://www.ncbi.nlm.nih.gov/gene/?term=56129
PCDHB5	PCDHB5	protocadherin beta 5	26167	https://www.ncbi.nlm.nih.gov/gene/?term=26167
PCDHB4	PCDHB4	protocadherin beta 4	56131	https://www.ncbi.nlm.nih.gov/gene/?term=56131
PCDHB3	PCDHB3	protocadherin beta 3	56132	https://www.ncbi.nlm.nih.gov/gene/?term=56132
PCDHB2	PCDHB2	protocadherin beta 2	56133	https://www.ncbi.nlm.nih.gov/gene/?term=56133
PCDHB15	PCDHB15	protocadherin beta 15	56121	https://www.ncbi.nlm.nih.gov/gene/?term=56121
PCDHB13	PCDHB13	protocadherin beta 13	56123	https://www.ncbi.nlm.nih.gov/gene/?term=56123
PCDHB11	PCDHB11	protocadherin beta 11	56125	https://www.ncbi.nlm.nih.gov/gene/?term=56125
PCDHGC5	PCDHGC5	protocadherin gamma subfamily C, 5	56097	https://www.ncbi.nlm.nih.gov/gene/?term=56097
PCDHGC4	PCDHGC4	protocadherin gamma subfamily C, 4	56098	https://www.ncbi.nlm.nih.gov/gene/?term=56098
PCDHGB7	PCDHGB7	protocadherin gamma subfamily B, 7	56099	https://www.ncbi.nlm.nih.gov/gene/?term=56099
PCDHGB6	PCDHGB6	protocadherin gamma subfamily B, 6	56100	https://www.ncbi.nlm.nih.gov/gene/?term=56100
PCDHGB5	PCDHGB5	protocadherin gamma subfamily B, 5	56101	https://www.ncbi.nlm.nih.gov/gene/?term=56101
PCDHGB3	PCDHGB3	protocadherin gamma subfamily B, 3	56102	https://www.ncbi.nlm.nih.gov/gene/?term=56102
PCDHGB1	PCDHGB1	protocadherin gamma subfamily B, 1	56104	https://www.ncbi.nlm.nih.gov/gene/?term=56104
PCDHGA9	PCDHGA9	protocadherin gamma subfamily A, 9	56107	https://www.ncbi.nlm.nih.gov/gene/?term=56107
PCDHGA8	PCDHGA8	protocadherin gamma subfamily A, 8	9708	https://www.ncbi.nlm.nih.gov/gene/?term=9708
PCDHGA7	PCDHGA7	protocadherin gamma subfamily A, 7	56108	https://www.ncbi.nlm.nih.gov/gene/?term=56108
PCDHGA6	PCDHGA6	protocadherin gamma subfamily A, 6	56109	https://www.ncbi.nlm.nih.gov/gene/?term=56109
PCDHGA4	PCDHGA4	protocadherin gamma subfamily A, 4	56111	https://www.ncbi.nlm.nih.gov/gene/?term=56111
PCDHGA2	PCDHGA2	protocadherin gamma subfamily A, 2	56113	https://www.ncbi.nlm.nih.gov/gene/?term=56113
PCDHGA1	PCDHGA1	protocadherin gamma subfamily A, 1	56114	https://www.ncbi.nlm.nih.gov/gene/?term=56114
PCDHAC2	PCDHAC2	protocadherin alpha subfamily C, 2	56134	https://www.ncbi.nlm.nih.gov/gene/?term=56134
RAI2	RAI2	retinoic acid induced 2	10742	https://www.ncbi.nlm.nih.gov/gene/?term=10742
HS3ST4	HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	9951	https://www.ncbi.nlm.nih.gov/gene/?term=9951
A3GALT2	A3GALT2	alpha 1,3-galactosyltransferase 2	127550	https://www.ncbi.nlm.nih.gov/gene/?term=127550
TBC1D3D	TBC1D3D	TBC1 domain family member 3D	101060389	https://www.ncbi.nlm.nih.gov/gene/?term=101060389
TBC1D3E	TBC1D3E	TBC1 domain family member 3E	102723859	https://www.ncbi.nlm.nih.gov/gene/?term=102723859
TMEM223	TMEM223	transmembrane protein 223	79064	https://www.ncbi.nlm.nih.gov/gene/?term=79064
ZNF804B	ZNF804B	zinc finger protein 804B	219578	https://www.ncbi.nlm.nih.gov/gene/?term=219578
CDHR4	CDHR4	cadherin related family member 4	389118	https://www.ncbi.nlm.nih.gov/gene/?term=389118
TBC1D3B	TBC1D3B	TBC1 domain family member 3B	414059	https://www.ncbi.nlm.nih.gov/gene/?term=414059
WDR97	WDR97	WD repeat domain 97	340390	https://www.ncbi.nlm.nih.gov/gene/?term=340390
SOWAHB	SOWAHB	sosondowah ankyrin repeat domain family member B	345079	https://www.ncbi.nlm.nih.gov/gene/?term=345079
TBC1D3F	TBC1D3F	TBC1 domain family member 3F	84218	https://www.ncbi.nlm.nih.gov/gene/?term=84218
ZNF316	ZNF316	zinc finger protein 316	100131017	https://www.ncbi.nlm.nih.gov/gene/?term=100131017
AGAP5	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092	https://www.ncbi.nlm.nih.gov/gene/?term=729092
LRRC3C	LRRC3C	leucine rich repeat containing 3C	100505591	https://www.ncbi.nlm.nih.gov/gene/?term=100505591
RTL1	RTL1	retrotransposon Gag like 1	388015	https://www.ncbi.nlm.nih.gov/gene/?term=388015
AQP12B	AQP12B	aquaporin 12B	653437	https://www.ncbi.nlm.nih.gov/gene/?term=653437
YDJC	YDJC	YdjC chitooligosaccharide deacetylase homolog	150223	https://www.ncbi.nlm.nih.gov/gene/?term=150223
KRTAP9-6	KRTAP9-6	keratin associated protein 9-6	100507608	https://www.ncbi.nlm.nih.gov/gene/?term=100507608
FAM171A2	FAM171A2	family with sequence similarity 171 member A2	284069	https://www.ncbi.nlm.nih.gov/gene/?term=284069
KRTAP9-1	KRTAP9-1	keratin associated protein 9-1	728318	https://www.ncbi.nlm.nih.gov/gene/?term=728318
AJM1	AJM1	apical junction component 1 homolog	389813	https://www.ncbi.nlm.nih.gov/gene/?term=389813
ADM5	ADM5	adrenomedullin 5 (putative)	199800	https://www.ncbi.nlm.nih.gov/gene/?term=199800
MUC22	MUC22	mucin 22	100507679	https://www.ncbi.nlm.nih.gov/gene/?term=100507679
KRTAP4-16	KRTAP4-16	keratin associated protein 4-16	85354	https://www.ncbi.nlm.nih.gov/gene/?term=85354
TGFBR3L	TGFBR3L	transforming growth factor beta receptor 3 like	100507588	https://www.ncbi.nlm.nih.gov/gene/?term=100507588
PANO1	PANO1	proapoptotic nucleolar protein 1	101927423	https://www.ncbi.nlm.nih.gov/gene/?term=101927423
RTL8C	RTL8C	retrotransposon Gag like 8C	8933	https://www.ncbi.nlm.nih.gov/gene/?term=8933
LRRC37A3	LRRC37A3	leucine rich repeat containing 37 member A3	374819	https://www.ncbi.nlm.nih.gov/gene/?term=374819
TBC1D12	TBC1D12	TBC1 domain family member 12	23232	https://www.ncbi.nlm.nih.gov/gene/?term=23232
MAGEC1	MAGEC1	MAGE family member C1	9947	https://www.ncbi.nlm.nih.gov/gene/?term=9947
TSC22D2	TSC22D2	TSC22 domain family member 2	9819	https://www.ncbi.nlm.nih.gov/gene/?term=9819
RBMXL2	RBMXL2	RBMX like 2	27288	https://www.ncbi.nlm.nih.gov/gene/?term=27288
KBTBD11	KBTBD11	kelch repeat and BTB domain containing 11	9920	https://www.ncbi.nlm.nih.gov/gene/?term=9920
AGFG2	AGFG2	ArfGAP with FG repeats 2	3268	https://www.ncbi.nlm.nih.gov/gene/?term=3268
NPTXR	NPTXR	neuronal pentraxin receptor	23467	https://www.ncbi.nlm.nih.gov/gene/?term=23467
LINGO3	LINGO3	leucine rich repeat and Ig domain containing 3	645191	https://www.ncbi.nlm.nih.gov/gene/?term=645191
TBC1D3H	TBC1D3H	TBC1 domain family member 3H	729877	https://www.ncbi.nlm.nih.gov/gene/?term=729877
DERPC	DERPC	DERPC, proline and glycine rich nuclear protein	113455421	https://www.ncbi.nlm.nih.gov/gene/?term=113455421
TPBGL	TPBGL	trophoblast glycoprotein like	100507050	https://www.ncbi.nlm.nih.gov/gene/?term=100507050
VSIG10L2	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2	338667	https://www.ncbi.nlm.nih.gov/gene/?term=338667
IFRD2	IFRD2	interferon related developmental regulator 2	7866	https://www.ncbi.nlm.nih.gov/gene/?term=7866
GBX1	GBX1	gastrulation brain homeobox 1	2636	https://www.ncbi.nlm.nih.gov/gene/?term=2636
PTPRCAP	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein	5790	https://www.ncbi.nlm.nih.gov/gene/?term=5790
R3HDM1	R3HDM1	R3H domain containing 1	23518	https://www.ncbi.nlm.nih.gov/gene/?term=23518
RBMS2	RBMS2	RNA binding motif single stranded interacting protein 2	5939	https://www.ncbi.nlm.nih.gov/gene/?term=5939
SKIDA1	SKIDA1	SKI/DACH domain containing 1	387640	https://www.ncbi.nlm.nih.gov/gene/?term=387640
GAB4	GAB4	GRB2 associated binding protein family member 4	128954	https://www.ncbi.nlm.nih.gov/gene/?term=128954
BEAN1	BEAN1	brain expressed associated with NEDD4 1	146227	https://www.ncbi.nlm.nih.gov/gene/?term=146227
NRN1L	NRN1L	neuritin 1 like	123904	https://www.ncbi.nlm.nih.gov/gene/?term=123904
ZNF672	ZNF672	zinc finger protein 672	79894	https://www.ncbi.nlm.nih.gov/gene/?term=79894
KHDC1	KHDC1	KH domain containing 1	80759	https://www.ncbi.nlm.nih.gov/gene/?term=80759
LRRC24	LRRC24	leucine rich repeat containing 24	441381	https://www.ncbi.nlm.nih.gov/gene/?term=441381
ZNF628	ZNF628	zinc finger protein 628	89887	https://www.ncbi.nlm.nih.gov/gene/?term=89887
LRRC73	LRRC73	leucine rich repeat containing 73	221424	https://www.ncbi.nlm.nih.gov/gene/?term=221424
PERM1	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	84808	https://www.ncbi.nlm.nih.gov/gene/?term=84808
LDLRAD2	LDLRAD2	low density lipoprotein receptor class A domain containing 2	401944	https://www.ncbi.nlm.nih.gov/gene/?term=401944
AGAP7P	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	653268	https://www.ncbi.nlm.nih.gov/gene/?term=653268
AGAP6	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189	https://www.ncbi.nlm.nih.gov/gene/?term=414189
TBC1D3C	TBC1D3C	TBC1 domain family member 3C	414060	https://www.ncbi.nlm.nih.gov/gene/?term=414060
TRNP1	TRNP1	TMF1-regulated nuclear protein 1	388610	https://www.ncbi.nlm.nih.gov/gene/?term=388610
PODNL1	PODNL1	podocan like 1	79883	https://www.ncbi.nlm.nih.gov/gene/?term=79883
KLHL35	KLHL35	kelch like family member 35	283212	https://www.ncbi.nlm.nih.gov/gene/?term=283212
LINGO4	LINGO4	leucine rich repeat and Ig domain containing 4	339398	https://www.ncbi.nlm.nih.gov/gene/?term=339398
MAMSTR	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358	https://www.ncbi.nlm.nih.gov/gene/?term=284358
CAPN12	CAPN12	calpain 12	147968	https://www.ncbi.nlm.nih.gov/gene/?term=147968
EP400P1	EP400P1	EP400 pseudogene 1	347918	https://www.ncbi.nlm.nih.gov/gene/?term=347918
SH2D5	SH2D5	SH2 domain containing 5	400745	https://www.ncbi.nlm.nih.gov/gene/?term=400745
KIAA1549L	KIAA1549L	KIAA1549 like	25758	https://www.ncbi.nlm.nih.gov/gene/?term=25758
ASB18	ASB18	ankyrin repeat and SOCS box containing 18	401036	https://www.ncbi.nlm.nih.gov/gene/?term=401036
GAREM2	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	150946	https://www.ncbi.nlm.nih.gov/gene/?term=150946
SPATC1	SPATC1	spermatogenesis and centriole associated 1	375686	https://www.ncbi.nlm.nih.gov/gene/?term=375686
PLEKHH3	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3	79990	https://www.ncbi.nlm.nih.gov/gene/?term=79990
FJX1	FJX1	four-jointed box kinase 1	24147	https://www.ncbi.nlm.nih.gov/gene/?term=24147
HEATR5A	HEATR5A	HEAT repeat containing 5A	25938	https://www.ncbi.nlm.nih.gov/gene/?term=25938
CILP2	CILP2	cartilage intermediate layer protein 2	148113	https://www.ncbi.nlm.nih.gov/gene/?term=148113
TMEM151B	TMEM151B	transmembrane protein 151B	441151	https://www.ncbi.nlm.nih.gov/gene/?term=441151
AQP12A	AQP12A	aquaporin 12A	375318	https://www.ncbi.nlm.nih.gov/gene/?term=375318
RBM12B	RBM12B	RNA binding motif protein 12B	389677	https://www.ncbi.nlm.nih.gov/gene/?term=389677
KIAA2013	KIAA2013	KIAA2013	90231	https://www.ncbi.nlm.nih.gov/gene/?term=90231
VSIG10	VSIG10	V-set and immunoglobulin domain containing 10	54621	https://www.ncbi.nlm.nih.gov/gene/?term=54621
PCDH20	PCDH20	protocadherin 20	64881	https://www.ncbi.nlm.nih.gov/gene/?term=64881
PDCD7	PDCD7	programmed cell death 7	10081	https://www.ncbi.nlm.nih.gov/gene/?term=10081
ABTB2	ABTB2	ankyrin repeat and BTB domain containing 2	25841	https://www.ncbi.nlm.nih.gov/gene/?term=25841
APCDD1L	APCDD1L	APC down-regulated 1 like	164284	https://www.ncbi.nlm.nih.gov/gene/?term=164284
HMCN2	HMCN2	hemicentin 2	256158	https://www.ncbi.nlm.nih.gov/gene/?term=256158
BEND2	BEND2	BEN domain containing 2	139105	https://www.ncbi.nlm.nih.gov/gene/?term=139105
KLHDC9	KLHDC9	kelch domain containing 9	126823	https://www.ncbi.nlm.nih.gov/gene/?term=126823
ANKRD24	ANKRD24	ankyrin repeat domain 24	170961	https://www.ncbi.nlm.nih.gov/gene/?term=170961
FBXO41	FBXO41	F-box protein 41	150726	https://www.ncbi.nlm.nih.gov/gene/?term=150726
NTN5	NTN5	netrin 5	126147	https://www.ncbi.nlm.nih.gov/gene/?term=126147
SSC4D	SSC4D	scavenger receptor cysteine rich family member with 4 domains	136853	https://www.ncbi.nlm.nih.gov/gene/?term=136853
